"member_ID","rolling_12mo_spend","rolling_12mo_visit","rolling_12mo_avg_basket","rolling_24mo_spend","pct_spend_grocery_consumables","pct_spend_pharmacy_health","pct_spend_home_hardware","pct_spend_auto_sporting","pct_spend_general_merch","member_tenure_years","return_rate","executive_flag","weekend_shopping_ratio","promo_usage_rate","holiday_spend"
37,6198.90260888452,19,326.258032046554,12499.3987140699,0.0410701796953803,0.144856623221818,0.410395551369209,0.0937677716800705,0.309909874033522,35.3,0.0630836149355921,1,0.507453079265542,0.114914648840204,1524.11900796426
38,6007.57233220279,25,240.302893288112,6495.13968663637,0.202512098851176,0.103996252232822,0.373875888044458,0.064096195148648,0.255519565722896,31.4,0.0560486205454494,1,0.364736925507896,0.113387205824256,1705.90500873231
39,7943.84194135562,23,345.384432232853,11955.8468401034,0.362520187257137,0.129064539191428,0.155074954298945,0.00933341651230067,0.344006902740189,40.9,0.035265410806897,1,0.46580858847592,0.168080832948908,2189.1615534758
40,3213.02448377414,26,123.577864760544,4229.0582530169,0.224060009812094,0.0781781365097935,0.271650299409837,0.0967373103870772,0.329374243881198,35.5,0.0791321440415,1,0.24403782740701,0.371354187303223,1272.49665591477
41,5222.31326176141,16,326.394578860088,7260.49711629898,0.129272813252195,0.254662827302484,0.075639722006145,0.131969766822026,0.408454870617149,41.5,0.0850001522380024,1,0.648267127154395,0.351926150848158,1220.49771014023
42,4973.95252172119,20,248.69762608606,7021.47676110753,0.443920698928177,0.167108283043907,0.128397269917672,0.105487358791638,0.155086389318605,40.1,0.105084029132391,1,0.478710863669403,0.155226857820526,1234.64855227817
43,2324.22896107915,17,136.719350651714,3549.8106579115,0.334600274113033,0.0840042335956047,0.0629942547980414,0.197620472083207,0.320780765410114,18.1,0.0349118867070162,0,0.429771613958292,0.30716116563417,789.401289626983
44,3650.91846034237,23,158.735585232277,4339.53983597085,0.162562882361906,0.0889409180042943,0.153562046513217,0.208870298645162,0.38606385447542,22.7,0.00377453289108692,1,0.651837210566737,0.257574470667168,1418.66195081492
45,9465.37314398198,19,498.177533893789,11681.8783765615,0.428792093201266,0.0487572809104537,0.119815631866856,0.0249994238410927,0.377635570180332,32.2,0.0158699803918108,1,0.310607051406987,0.161976756807417,3635.79191070878
46,4994.45857984225,31,161.111567091685,5494.7385367496,0.39409231521153,0.0884533955519363,0.0365691091026104,0.16996110563236,0.310924074501564,27.5,0.0397169974067939,1,0.432324530603364,0.310906924074516,1654.19437882448
47,3965.86424032925,17,233.286131784074,6341.05458784143,0.223110612481318,0.208977738443826,0.198504260018479,0.00767161646641248,0.361735772589965,32.2,0.055271337518687,1,0.503667740779929,0.382742987107485,1499.14445093125
48,5033.86975501253,32,157.308429844141,7630.42748108522,0.0919671488899177,0.18820764491251,0.110593679936926,0.226121842131124,0.383109684129523,12.7,0.0225821244263832,1,0.573328721383586,0.252727302187122,1564.51318121256
49,1835.72520418645,21,87.4154859136406,3355.22548460205,0.0492560257390297,0.0376865648128232,0.21156964227441,0.10520328603509,0.596284481138647,12.6,0.0501311869848722,0,0.543289016280323,0.075416453089565,343.889653971424
50,3081.26848072528,25,123.250739229011,12235.4888902298,0.320714094879876,0.0479200606238919,0.261844060075128,0.012793389399244,0.35672839502186,29.3,0.0420679085591679,1,0.444257283397019,0.337140328646637,1166.5791305148
51,2641.92589262894,28,94.3544961653194,4373.14563721064,0.26641246821617,0.149877256486118,0.32152352500584,0.0196311112199134,0.24255563907196,35.9,0.000134189952194164,1,0.321636685216799,0.273030819976702,1167.4875288746
52,6694.30801300177,23,291.056870130512,7808.37125415368,0.237629261654467,0.101794043122757,0.107069973555386,0.158579121497947,0.394927600169444,31.1,0.0209950048715647,1,0.633181226719171,0.364759897231124,1847.00679765499
53,4234.37521847557,18,235.243067693087,6343.98363232482,0.183928408427413,0.284579214815303,0.123013796306662,0.0584085928311044,0.350069987619518,30.8,0.0416386683225365,1,0.593662901595235,0.119953737896867,984.978761434489
54,4903.67058578032,17,288.451210928254,7205.03822962031,0.118532621761091,0.2255009228439,0.127741263522778,0.031298380362541,0.496926811509689,38.4,0.0595566994379131,1,0.557465215027332,0.18293163459748,1648.94629244753
55,4250.49504990701,30,141.683168330234,8182.9936977003,0.164025143703023,0.108794265341886,0.227926316561063,0.156430273589531,0.342824000804497,39.3,0.0458972226013647,1,0.684074507956393,0.264090668712743,1442.98013217327
56,3044.44618378134,24,126.851924324222,5460.64016928283,0.155644172220566,0.198273571089964,0.151835915411198,0.122120151275794,0.372126190002477,29.9,0.0336100020887302,1,0.507190727209672,0.209779315674678,1381.82639952713
57,3345.40834439218,18,185.856019132899,5376.44857583528,0.103990272751287,0.250323934364694,0.235886853722574,0.147437792471037,0.262361146690408,24.8,0.00196212295344903,1,0.446936647803523,0.201576785719953,1014.52238961896
58,4718.90548459789,22,214.495703845358,9138.29938145219,0.0859394459184625,0.17158626569865,0.165816383914632,0.0411327427391741,0.535525161729081,26,0.0141515291994571,1,0.469767451332882,0.216013674042188,1273.83869916736
59,6367.16785981687,16,397.947991238555,8621.95626169459,0.152322014352898,0.133831366620722,0.0696950947316169,0.120156579027835,0.523994945266927,26.9,0.059656837178868,1,0.342604425200261,0.269471258088015,1552.11725832342
60,6885.4617732348,31,222.111670104348,10350.3988020172,0.190941804005006,0.263313460856508,0.0789487112682567,0.134504010569742,0.332292013300488,36.9,0.0922551815755354,1,0.259939661878161,0.156180689763278,2486.13688490576
61,3953.7806318783,19,208.093717467279,5578.53707768088,0.348287115973623,0.130273907339629,0.105255488477504,0.106989517321641,0.309193970887603,30.7,0.0274629514402454,1,0.40039320923388,0.213581579132006,1616.10466920257
62,4262.74582841213,23,185.336775148353,5314.90532364725,0.142863728437835,0.0717333099249488,0.0838798457075535,0.0539417464695211,0.647581369460141,38.3,0.0814811744638098,1,0.527448598109186,0.223149043135345,1173.61273560653
63,3612.04107527181,11,328.367370479255,7699.39100644097,0.175157400510013,0.0439025636233339,0.344519356575844,0.051187013433227,0.385233665857582,20,0.0315379325363834,1,0.633813437004574,0.389795384230092,1198.85418419786
64,7127.63950762256,22,323.983613982843,9409.23061122547,0.312820499788335,0.0699597341638294,0.0920843410410856,0.0470616915763566,0.478073733430393,39.2,0.0806660947055788,1,0.491867932886817,0.16487403078936,2892.9780297931
65,4379.15475082167,21,208.531178610556,10861.9638488475,0.388306896296043,0.116989026838294,0.108606257752388,0.0675394374605604,0.318558381652716,41.6,0.0671857316338798,1,0.313410899881274,0.250650262041017,1678.09760038251
66,4151.15959342518,34,122.092929218388,5564.43831934528,0.19301507805396,0.389559065636741,0.130338043211565,0.0587926452715065,0.228295167826228,27.4,0.00578954881118135,1,0.572449240880087,0.219504205998965,1040.94983072411
67,6231.80342056,26,239.684746944615,8482.54109580409,0.163925736236495,0.171711167162364,0.133033558564355,0.130136993184413,0.401192544852373,19.7,0.00268798320753722,1,0.420643908716738,0.293451709276997,1910.0454917228
68,7057.5958541948,19,371.452413378674,9275.58740274404,0.0911898296304801,0.348711619564484,0.0798207428673978,0.0832324174269495,0.397045390510689,37.8,0.0166490658400677,1,0.276439744560048,0.159028399875388,2389.78158254557
69,6881.53925139015,37,185.987547334869,8662.60456264209,0.161954024986992,0.136005893701577,0.186479796920886,0.0903583784074673,0.425201905983078,38.3,0.0573627670329306,1,0.359086220315658,0.398047431954183,1978.13137678991
70,3790.76580113366,23,164.815904397116,8448.59190643569,0.104103176588064,0.318451840073849,0.0312734452597334,0.215988987301782,0.330182550776572,32.5,0.0357684763638684,1,0.645780084119178,0.292236263537779,1117.36406593185
71,2872.73442695887,23,124.901496824299,5452.97695123412,0.0619844494530495,0.10829761746097,0.298144505227513,0.12309342548232,0.408480002376147,10.2,0.0276084113168101,1,0.488697919226251,0.379710603551939,1076.36498908577
72,1942.29825760394,26,74.7037791386131,2247.41061946061,0.0908770385956778,0.172088069566038,0.171492399134129,0.0871097006263628,0.478432792077793,27.2,0.044272076765195,1,0.378875701269135,0.199347134237178,710.836750115841
73,4890.8213209588,24,203.784221706617,6346.82697346447,0.247644105845155,0.202248840257677,0.309245505994531,0.0339260483170577,0.206935499585579,11.1,0.00621641571455199,1,0.672209738218225,0.283283688337542,1128.64703659896
74,6754.10826630028,21,321.624203157156,8673.11676111908,0.160203596910014,0.0824512561767375,0.171891536520427,0.0402649534589124,0.545188656933909,39,0.0146734541719575,1,0.507532133068889,0.192866573180072,2658.33931305286
75,8189.96986580383,18,454.99832587799,10533.6219583704,0.427560941269432,0.0551884989939526,0.113306421675259,0.0854238720009928,0.318520266060364,26.9,0.0564246164603311,1,0.649417162919417,0.122805873863399,2469.3506768987
76,3705.37591331638,25,148.215036532655,6006.52363961665,0.192373231567992,0.088771945236213,0.180149474795999,0.0472601649750284,0.491445183424768,22.9,0.00602028927432894,1,0.286751758935861,0.375161771732382,1524.69060309397
77,4047.31080407395,31,130.558413034644,7064.05883575811,0.215631452821525,0.128464915349946,0.151629037135747,0.129266856540406,0.375007738152376,29.7,0.0266672914681691,1,0.515331653109752,0.303278174926527,1313.70748194781
78,4322.78717606908,24,180.116132336211,5555.26913206393,0.237316954444435,0.145672865302826,0.234459792612326,0.043238239575677,0.339312148064735,40.3,0.0588282755652888,1,0.302524742484093,0.212781505729072,1079.29840212752
79,2322.20567262161,28,82.9359168793432,4400.67785316842,0.244429041799604,0.0299084717840949,0.21599205506643,0.0699294415755537,0.439740989774316,28.4,0.0468874648344235,1,0.564363528555259,0.271603256207891,969.866333687651
80,6970.13729223609,28,248.933474722717,7795.78130787271,0.0867612899757842,0.0869828466479315,0.051869273011383,0.0611665085708774,0.713220081794024,38.2,0.0325538522968164,1,0.213678678078577,0.131916611595079,2374.61467686219
81,2953.97743642842,18,164.109857579357,4673.48105941303,0.360522789999152,0.0214699234515974,0.295392046521511,0.018893137229155,0.303722102798585,29.7,0.0341707960082361,1,0.644468965637498,0.121029486088082,937.681351330409
82,6799.77068168475,28,242.848952917312,8454.45348958195,0.343821160856454,0.0680458715712431,0.124813613639213,0.0200891067187261,0.443230247214363,8.3,0.040719733076656,1,0.259799856506288,0.200790809001774,2032.85137349351
83,1742.05524665803,13,134.004249742925,3496.6403969538,0.152049593877281,0.240584719643427,0.0875192859934874,0.0447791015555221,0.475067298930282,34.4,0.0694012201800993,1,0.422418054705486,0.150807941588573,587.487572748365
84,4439.99446943806,28,158.571231051359,5139.56038286354,0.3056609379517,0.188064119396077,0.0630555026699888,0.121139659921782,0.322079780060452,34.9,0.0853012348655598,1,0.253661571233533,0.244868269748986,1843.74846292678
85,2697.13683554687,22,122.597128888494,3962.92860907776,0.235549732895933,0.189738738431992,0.24564661736287,0.0232797464724121,0.305785164836794,32.4,0.0525268248364094,1,0.450954200862907,0.240885543986224,1180.18808766441
86,4065.55188680771,18,225.86399371154,7273.08640504228,0.162120063338932,0.0965457517513813,0.263677633356613,0.0487292535594688,0.428927297993606,36.8,0.0746505846352362,1,0.63816204124596,0.357253566058353,1648.75867666338
87,2212.33588962857,22,100.560722255844,6373.79283216342,0.24188506733459,0.179799665169169,0.0386144095874893,0.0225717790751969,0.517129078833554,36.8,0.072656157972663,1,0.407280839909799,0.292705519846641,824.427964053961
88,4586.51125521442,28,163.803973400515,7632.57340442399,0.444884164307766,0.0927926348513098,0.0936058656682021,0.134208767488579,0.234508567684144,12.2,0.0467119625335837,1,0.634242356801406,0.133087814995088,1369.22349297433
89,6656.39702614825,22,302.563501188557,10323.0815862187,0.304636357461972,0.133452054864572,0.275437155990126,0.0236715473021804,0.26280288438115,27.5,0.026403133997448,1,0.528495982685126,0.119603075948544,1760.5608601409
90,6232.03356839181,28,222.572627442565,7834.63469210036,0.164368734176869,0.0405690961174137,0.248872220717509,0.0377878151803092,0.508402133807899,26.9,0.0363980318746444,1,0.29658840589691,0.144737575016916,2119.26562971839
91,3674.41988945037,19,193.390520497388,5475.35792782718,0.15495933217047,0.0894185477178289,0.221408205632211,0.0540991794160747,0.480114735063415,11.3,0.0357774383759948,1,0.613895126082934,0.390238577360287,1143.04319929827
92,9550.64912364098,24,397.943713485041,11423.6642355327,0.261822680076756,0.171071295199429,0.187400711268242,0.0903959472049235,0.289309366250649,24.6,0.0212615871804683,1,0.444744947878644,0.191181792831048,2058.66100847255
93,5018.49519851246,20,250.924759925623,7663.2070961446,0.064356121802573,0.301266970371159,0.181547369037517,0.27618128995328,0.176648248835471,40.7,0.0705133388878473,1,0.365909094153903,0.381589220440947,1611.88065444505
94,3649.38207785384,27,135.162299179772,5179.73794414944,0.316101941766309,0.0662481631608432,0.185528962304177,0.0313443479953003,0.40077658477337,38.3,0.0120561391369783,1,0.650861082295887,0.288320233905688,899.832124689511
95,2428.05537431495,22,110.366153377952,5008.93528131136,0.113502084992782,0.0715970257908386,0.199435080341371,0.0807509575078039,0.534714851367205,25.8,0.0127452736664147,1,0.231491965288296,0.243464954686351,1148.94638479741
96,2850.49831600612,38,75.0131135791083,4593.77909589094,0.416111876889654,0.0358056760861349,0.0297470611288436,0.0964530284814094,0.421882357413958,28.6,0.0452196431513835,1,0.593812890630215,0.329638961376622,693.381809185033
97,3093.89104175801,21,147.328144845619,5555.06122456311,0.227263920026916,0.2625038955038,0.151572479027445,0.0149334411923926,0.343726264249446,39,0.0751022486534053,1,0.281243145279586,0.278730792412534,939.509875257263
98,6721.20500396445,26,258.507884767864,10546.7476499231,0.223526131377626,0.0332864536393863,0.348797206492386,0.0966735636411394,0.297716644849463,26.9,0.0166373378085181,1,0.271256073191762,0.241523326211609,2383.73820965345
99,5703.6365143206,14,407.402608165757,10418.2180182856,0.274743464276078,0.113049445375054,0.244233582860837,0.0330820695707473,0.334891437917284,20.5,0.0214456358392263,1,0.402635580557398,0.25116099298466,1427.58140903111
100,4295.41512469306,19,226.074480247003,8484.89795901317,0.214460298856309,0.180706714303193,0.15961188964843,0.118445982386772,0.326775114805296,30.8,0.048375594721187,1,0.497809626325034,0.276500025368296,1286.10225680659
101,3279.23139124743,22,149.055972329429,5669.70194821475,0.255568662287195,0.165760643411173,0.0820747196215441,0.0450180401232434,0.451577934556844,36.1,0.0789189061143393,1,0.359771463833749,0.221514639351517,1266.62540537337
102,5491.01674684714,26,211.192951801813,10023.0362251732,0.113451026969588,0.282747731268243,0.150335097135229,0.0419862078425472,0.411479936784392,41.4,0.0250842675319989,1,0.330766493850388,0.331450001476333,1792.05584219738
103,6580.47782728068,17,387.086931016511,10094.9541721293,0.297136681636912,0.0950792063172074,0.179312327256818,0.0980447346505096,0.330427050138554,24.3,0.0388561426012063,1,0.485635197651572,0.153179671010003,1745.39437957848
104,6739.34947568678,26,259.205749064876,8065.85634842331,0.225168981673236,0.142067159598591,0.232418181974055,0.130319728715829,0.270025948038289,32.5,0.0402512769783817,1,0.466539752716199,0.145481662475504,2416.19638786399
105,4692.54073170346,22,213.297305986521,6246.65649313602,0.2154954132944,0.245337549487463,0.231855792126745,0.0668660873017904,0.240445157789602,27.4,0.0583019911023492,1,0.662694188230671,0.19314431278035,1823.49394713842
106,2159.86389706797,16,134.991493566748,5299.70152148143,0.167879211791402,0.0744599055025571,0.269362829232101,0.0458552312600851,0.442442822213855,4.3,0.0457449202567256,0,0.588925579492934,0.146190270339139,577.831085375099
107,5200.11258267733,40,130.002814566933,7797.5986304148,0.167805751577845,0.121116260646708,0.105669376261465,0.0144727964784763,0.590935815035505,34,0.0495408166483919,1,0.365064828936011,0.365745202312246,2104.00063181793
108,2597.16546950076,24,108.215227895865,3315.01357466485,0.138088410394578,0.0696150317321262,0.273174709431084,0.11027830352949,0.408843544912722,30.1,0.064313450866345,1,0.213114149798639,0.246968399174511,1013.30174533081
109,3798.55170552544,28,135.662560911623,5319.60245836043,0.421814182821094,0.106759597292878,0.222091817677968,0.0839982368113968,0.165336165396663,24.2,0.0169595123850938,1,0.457832033676095,0.163980407314375,1175.14811799907
110,2751.40882902337,24,114.64203454264,3704.23108887717,0.190139388681531,0.194590307442899,0.318561948308782,0.04657860733469,0.250129748232098,32.1,0.00283480034184411,1,0.403672459814697,0.124096472095698,986.512748038038
111,4360.98730858399,15,290.732487238933,7669.99565557726,0.138637725873648,0.202022518655253,0.296522567108126,0.0859765037964442,0.276840684566529,30.6,0.051934951857358,1,0.647257525520399,0.328003902407363,1481.56349448415
112,5166.22948899229,24,215.259562041345,7031.5286620576,0.262521388136336,0.0536704851776149,0.277596061584542,0.0478546314223088,0.358357433679198,36.2,0.0107010999851215,1,0.285555836209096,0.185389112355188,2031.52975593168
113,6559.45879891392,17,385.850517583172,9218.18396626267,0.259997568052889,0.142084790929729,0.0310431215786557,0.182797591571198,0.384076927867529,30.4,0.0328520052751791,1,0.261844373936765,0.213823526958004,2238.6777186814
114,5854.77229591086,24,243.948845662953,6509.90639321345,0.148271692179259,0.218958435091881,0.0971213967468395,0.0797312459167251,0.455917230065295,23.4,0.00495962390499096,1,0.440282893297262,0.125644603115506,1159.65926825259
115,4722.11899767943,28,168.64710705998,5783.49461595445,0.222105580377386,0.105475740970312,0.142798930726014,0.0386654129250055,0.490954335001283,24.6,0.0256545409925887,1,0.36669388813898,0.137115490739234,1682.58155231159
116,2908.94063300323,25,116.357625320129,6365.15429188538,0.222812311462402,0.187500755119874,0.113334031129839,0.0299625667751858,0.446390335512699,29.5,0.0231687111987733,1,0.500188052933663,0.388481339020655,1124.98513801905
117,3815.23324419268,20,190.761662209634,4694.78145648511,0.0880087524880311,0.120712814371031,0.175763104001543,0.0575849818972124,0.557930347242183,27.6,0.00300610397749368,1,0.428663101326674,0.196330818999559,1003.40243506932
118,3561.43067836852,16,222.589417398033,4692.93206547611,0.289271703229708,0.0363114052301301,0.112124988003798,0.0449821783463734,0.51730972518999,36.9,0.0567829931351664,0,0.263232956221327,0.115025098668411,798.490082033008
119,4195.70696507509,25,167.828278603004,5572.44058094501,0.210853098388008,0.0702780479836117,0.260476793527342,0.0297970172092001,0.428595042891839,28.3,0.00111260990667102,1,0.569086774648167,0.254958465415984,1188.9173159586
120,6349.44668286066,21,302.354603945746,9688.77084582801,0.153570659561317,0.0979247673745553,0.259941403619649,0.0559656540131482,0.43259751543133,27,0.0198646817219068,1,0.283699169103056,0.111476581241004,1657.09629561581
121,7666.67065738991,26,294.87194836115,10741.844149237,0.171117900559029,0.107233775833845,0.199504503063739,0.0619506644673613,0.460193156076026,41.3,0.0867704424705552,1,0.291123141464777,0.146287439623848,2708.10397851917
122,4627.22811742571,21,220.344196067891,5512.52070668529,0.0185524247133288,0.183918030087098,0.220467004222175,0.160228086427596,0.416834454549802,27.3,0.0213057044383798,1,0.215825121547095,0.34524477601517,1263.90595220605
123,2360.84282121609,22,107.311037328004,3183.09835549619,0.189439082763613,0.116501324105982,0.32764065225441,0.0427001642909957,0.323718776585,35.8,0.046319850098287,1,0.439829588565044,0.184240348008461,730.424025727362
124,3383.58753835991,20,169.179376917995,9011.3798234213,0.121794905458241,0.171753493777741,0.419174392629746,0.0404002974878638,0.246876910646409,38.2,0.0508742471899791,1,0.563127934047952,0.383064747345634,1193.10206141253
125,4003.10246071908,17,235.476615336417,7578.90961157197,0.220863891406685,0.188773971504892,0.108595130606047,0.0300390488567728,0.451727957625604,14.3,0.0135026801562589,1,0.511924296547659,0.247533001657575,1040.86174598797
126,6867.59795879548,21,327.028474228356,9331.46776233832,0.294110318191619,0.112131711654271,0.115514285836445,0.0510590433880408,0.427184640929624,40.3,0.0374003730421337,1,0.459831921197474,0.250334404129535,2078.60865872723
127,6273.53926341232,28,224.054973693297,9691.87416346609,0.189317362584618,0.107722571287062,0.297118324378827,0.130173375086968,0.275668366662526,37.8,0.0438491338193838,1,0.231146317487583,0.244738328387029,2256.57293344477
128,4027.12101072942,34,118.444735609689,7553.77024073956,0.237383674883099,0.0695766373948615,0.169560492438759,0.174637285320762,0.348841909962519,13.3,0.00858787474907142,1,0.630673493072391,0.1996878630016,978.272800893701
